순번,년도,공사번호,유형,유형ID,1,주공사 공사명,"연면적
(㎡)","대지면적
(㎡)","건축면적
(㎡)","조경면적
(㎡)","기준층 층고
(m)","최고높이
(m)",최대지하 층 수,최대지상 층 수,공사일 수,주차대수,내진등급,건축,기계,토목,조경,전기,통신,소방,합계,,가설공사,기초공사,철근콘크리트공사,철골공사,조적공사,방수공사,석공사,타일공사,금속공사(지붕및홈통공사 포함),미장공사,창호및유리공사,목공사및수장공사(인테리어공사 포함),도장공사,해체및 철거공사,폐기물처리비,골재비및운반비,작업부산물,품질시험비,기타공사,기계소계,전기소계,통신소계,소방소계,토목소계,조경소계,총 공사비,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597,2018,2018_10146,의료시설,4,,대구의료원 생명존중센터 증축공사,2917.63,14935,826.84,2072.95,3.8,16.1,0,4,360,17,0,"3,830,961,991","605,480,414","67,061,637","76,655,321","1,114,602,927","450,239,734","266,407,509","6,411,409,533",,"4,084,067.87","2,026,005.41","8,661,814.28","737,312.10","435,975.85","2,000,359.77","391,095.98","320,570.48","6,449,877.99","968,122.84","3,725,028.94","5,924,142.41","1,622,086.61","44,879.87", -   ,"493,678.53","-38,468.46","435,975.85","852,717.47","8,116,844.47","6,770,448.47","4,712,386.01","3,462,161.15","948,888.61","968,122.84","6,411,409,533",,,,,,,,,,,,,,,,
598,2018,2018_10147,초등학교,9,,가칭 공수초등학교 교사 신축공사,14973.08,13689,4378.96,3657.13,3.6,22.75,0,5,390,79,0,"15,541,079,666","1,484,580,804","545,495,135","388,500,067","2,669,350,555","1,155,455,148","1,151,185,158","22,935,646,533",,"10,183,427.06","3,807,317.32","36,398,871.05","1,674,302.20","7,270,599.95","5,183,456.12","10,917,367.75","1,834,851.72","17,270,541.84","4,587,129.31","7,385,278.18","31,880,548.68","2,866,955.82", -   , -   ,"1,766,044.78","-183,485.17", -   ,"1,077,975.39","20,733,824.47","23,669,587.22","11,903,600.55","15,252,204.94","7,912,798.05","5,963,268.10","22,935,646,533",,,,,,,,,,,,,,,,
599,2018,2018_10148,연구시설,2,,한국과학기술기획평가원 신사옥 건립사업,14706,0,0,0,0,0,1,5,660,0,0,"15,810,133,920","4,016,907,620","943,973,972","627,172,816","3,150,430,274","2,443,108,859","1,324,886,424","28,316,613,885",,"15,149,388.43","5,776,589.23","29,930,660.88","3,143,144.14","3,567,893.35","6,427,871.35","594,648.89","2,095,429.43","12,176,143.97","2,916,611.23","8,693,200.46","38,907,027.48","3,313,043.82", -   , -   ,"877,815.03","-141,583.07", -   ,"1,698,996.83","60,229,437.73","26,136,234.62","20,387,962.00","17,612,933.84","14,158,306.94","9,514,382.27","28,316,613,885",,,,,,,,,,,,,,,,
600,2019,2018_10149,연구시설,2,,LNG벙커링 시험인증센터 건축공사,2714.57,26237,1645.07,1356.31,4.2,12.15,0,3,365,12,0,"4,318,395,036","452,702,734","294,281,475","307,386,278","742,228,965","333,142,539","88,872,346","6,537,009,373",,"4,105,241.89","2,019,935.90","7,347,598.54","8,485,038.17","869,422.25","1,601,567.30","1,470,827.11","562,182.81","6,942,303.95","980,551.41","3,680,336.28","4,713,183.76","875,959.26", -   ,"45,759.07","418,368.60", -   ,"261,480.37","98,055.14","3,451,540.95","5,811,401.33","3,732,632.35","1,058,995.52","2,673,636.83","4,164,074.97","6,537,009,373",,,,,,,,,,,,,,,,
601,2019,2018_10150,초등학교,9,,연경지구 1초 중 통합운영학교 및 1유치원 신축공사,26977.12,24607,8457.85,3819.04,3.6,19.9,1,4,730,98,0,"30,510,963,460","6,504,735,360","1,567,173,498", - ,"7,451,199,423","2,403,461,275","2,657,488,463","51,095,021,479",,"27,948,976.75","5,569,357.34","72,810,405.61","8,788,343.69","4,445,266.87","10,270,099.32","16,708,072.02","4,649,646.95","38,372,361.13","10,014,624.21","37,963,600.96","68,620,613.85","7,051,112.96", -   , -   ,"1,481,755.62","-255,475.11","357,665.15","16,861,357.09","42,562,152.89","61,365,120.80","22,635,094.52","34,693,519.58","18,036,542.58", -   ,"51,095,021,479",,,,,,,,,,,,,,,,
602,2019,2018_10151,노유자시설,5,,광주광역시 거점형 공공직장어린이집 신축공사,2748.98,2400,1181.85,1005.92,4.1,11.64,0,2,360,29,0,"3,279,425,761","3,279,425,761","288,446,420", - ,"580,866,922","117,652,546","340,172,056","5,243,031,480",,"2,899,396.41","78,645.47","9,421,727.57","31,458.19","980,446.89","2,464,224.80","450,900.71","592,462.56","2,831,237.00","1,609,610.66","2,506,169.05","5,725,390.38","1,011,905.08", -   , -   ,"576,733.46","-36,701.22","47,187.28","2,312,176.88","5,610,043.68","4,577,166.48","1,090,550.55","4,189,182.15","3,460,400.78", -   ,"5,243,031,480",,,,,,,,,,,,,,,,
603,2019,2018_10152,경찰서,6,,춘천지검 속초지청 신축공사,6569.38,11091.5,1794.64,1663.73,4.2,21.85,0,0,900,49,0,"8,076,027,243","8,076,027,243","1,781,254,131","346,217,779","1,947,702,404","1,025,326,492","713,160,227","17,122,981,258",,"6,352,626.05", -   ,"23,629,714.14","205,475.78","3,886,916.75","3,287,612.40","6,352,626.05","2,054,757.75","6,386,872.01","2,362,971.41","7,808,079.45","10,770,355.21","2,003,388.81","6,626,593.75", -   ,"873,272.04","-119,860.87","890,395.03","1,643,806.20","26,129,669.40","16,283,955.18","9,674,484.41","7,225,898.09","22,105,768.80","4,794,434.75","17,122,981,258",,,,,,,,,,,,,,,,
604,2019,2018_10153,연구소,2,,한국국토정보공사 평택지사 신축사옥 건축공사,9234.39,29252.5,4765.11,5612.44,4.2,11.35,1,3,600,99,0,"7,740,210,626","2,363,018,840","556,298,366","195,964,072","1,481,487,777","1,010,639,817","556,298,366","14,103,177,849",,"8,729,867.09","12,340,280.62","27,458,887.27", -   ,"1,960,341.72","4,132,231.11","7,474,684.26","1,015,428.81","3,229,627.73","2,284,714.81","4,245,056.53","6,741,319.01","2,764,222.86", -   ,"14,103.18","1,128,254.23","-84,619.07","98,722.24","846,190.67","19,744,448.99","11,381,264.52","5,725,890.21","9,731,192.72","7,150,311.17","2,919,357.81","14,103,177,849",,,,,,,,,,,,,,,,
605,2019,2018_10154,기숙사,5,,교육인재관 건립공사,5545.45,968691,1005.39,338.7,4.6,27.97,1,7,365,0,0,"7,145,350,583","677,341,492","261,969,980","15,135,089","1,728,114,724","1,021,326,120","661,170,007","11,510,407,995",,"6,227,130.73","4,017,132.39","19,015,194.01","2,670,414.65","9,737,805.16","1,473,332.22","736,666.11","1,530,884.26","4,373,955.04","3,188,383.01","6,917,755.20","7,827,077.44","2,520,779.35","34,531.22", -   ,"540,989.18","-92,083.26","46,041.63","448,905.91","7,884,629.48","15,481,498.75","9,887,440.47","7,539,317.24","2,912,133.22","184,166.53","11,510,407,995",,,,,,,,,,,,,,,,
606,2019,2018_10155,고등학교,9,,중모고등학교 농업계 특성화고 전환공사,11312.55,25126,5157.25,4465.22,4.1,12.4,0,3,510,53,0,"14,500,640,366","2,495,024,716","1,751,812,535","497,004,407","3,166,625,737","1,178,146,942","540,901,535","24,130,156,238",,"7,480,348.43","4,415,818.59","52,531,350.13", -   ,"11,099,871.87","5,332,764.53", -   ,"10,472,487.81","14,429,833.43","5,670,586.72","12,016,817.81","12,209,859.06","3,884,955.15","6,659,923.12","48,260.31","1,761,501.41", -   ,"265,431.72","12,089,208.28","20,848,454.99","21,017,366.08","7,866,430.93","6,925,354.84","17,108,280.77","7,166,656.40","24,130,156,238",,,,,,,,,,,,,,,,
607,2019,2018_10156,연구시설,2,,(가칭)전주세내유치원 신축공사,2959.16,3000,1297.52,551.7,3.6,14.1,1,3,320,12,0,"4,817,186,694","1,090,880,935","259,734,920","385,026,780","705,826,201","251,481,991","434,363,596","7,944,501,117",,"4,019,917.57","341,613.55","12,592,034.27", -   ,"3,495,580.49","1,350,565.19","468,725.57","1,040,729.65","5,473,761.27","1,986,125.28","3,757,749.03","12,345,754.74","889,784.13", -   ,"87,389.51","794,450.11","-55,611.51","111,223.02","2,295,960.82","9,612,846.35","4,830,256.68","2,224,460.31","5,330,760.25","2,812,353.40","3,638,581.51","7,944,501,117",,,,,,,,,,,,,,,,
608,2019,2018_10157,업무시설,3,,부안해양경찰서 청사신축,6674.27,6674.27,2500.19,6483.34,3.8,23.1,1,5,540,92,0,"8,242,302,446","1,483,367,479","889,721,617","399,489,059","1,981,488,248","1,390,738,885","543,787,182","14,930,894,916",,"10,063,423.17","3,673,000.15","23,620,675.76","3,374,382.25","3,016,040.77","2,463,597.66","1,254,195.17","2,075,394.39","6,241,114.07","1,926,085.44","7,629,687.30","10,347,110.18","1,358,711.44", -   , -   ,"895,853.69","-119,447.16","522,581.32","9,063,053.21","10,765,175.23","15,378,821.76","12,392,642.78","7,301,207.61","11,108,585.82","4,957,057.11","14,930,894,916",,,,,,,,,,,,,,,,
609,2019,2019_10001,의료시설,4,,대전보훈병원 장례식장 및 진료지원시설 건립공사,6291.47,40944,1802.18,14849.61,4.2,28.6,1,4,450,472,0,"9,747,936,616","2,728,474,393","1,290,301,366","223,069,405","2,144,063,513","1,091,720,388","558,438,004","17,784,003,685",,"8,518,537.77","124,488.03","32,349,102.70","231,192.05","2,952,144.61","7,664,905.59","6,989,113.45","1,813,968.38","7,024,681.46","3,041,064.63","7,842,745.63","15,347,595.18","1,920,672.40", -   , -   ,"1,209,312.25","-142,272.03", -   ,"9,994,610.07","17,410,539.61","21,732,052.50","7,380,361.53","6,544,513.36","15,080,835.12","2,809,872.58","17,784,003,685",,,,,,,,,,,,,,,,
610,2019,2019_10002,도서관,7,,하남시 위례도서관 신축 건축공사,2218.45,2218.45,844.87,154.64,4.5,18.35,1,3,390,13,0,"4,229,423,274","1,004,752,943","95,271,658","138,311,761","693,685,467","511,537,033","167,610,225","6,840,592,361",,"4,624,240.44","2,223,192.52","9,631,554.04","1,149,219.52","711,421.61","1,682,785.72","389,913.76","971,364.12","6,608,012.22","1,826,438.16","6,094,967.79","8,420,769.20","649,856.27", -   , -   ,"1,094,494.78","-47,884.15", -   ,"526,725.61","7,777,753.51","6,300,185.56","2,702,033.98","2,127,424.22","1,272,350.18","1,669,104.54","6,840,592,361",,,,,,,,,,,,,,,,
611,2019,2019_10003,연구시설,2,,제주국가생약자원관리센터 신축공사,6717,46882,3282.95,5338.67,4.2,11.5,1,3,365,39,0,"8,836,192,646","4,269,523,725","4,098,058,382","877,340,647","2,250,637,724","1,439,630,873","657,409,789","22,428,793,786",,"10,586,390.67","112,143.97","30,189,156.44","1,435,442.80","2,713,884.05","4,126,898.06","3,409,176.66","1,211,154.86","6,818,353.31","1,614,873.15","8,814,515.96","12,604,982.11","2,736,312.84","112,143.97", -   ,"1,278,441.25","-112,143.97","762,578.99","3,005,458.37","30,413,444.37","20,589,632.70","11,214,396.89","8,321,082.49","50,442,357.22","11,887,260.71","22,428,793,786",,,,,,,,,,,,,,,,
612,2019,2019_10004,전시시설,1,,광주솔로몬로파크 신축공사,7556.85,18988,3075.26,6448.07,4.2,18.8,1,2,730,87,0,"8,782,966,658","3,467,836,291","1,633,547,344","1,276,234,399","1,912,878,686","826,443,463","943,925,337","18,843,832,178",,"8,385,505.32","5,389,336.00","28,397,655.09","6,915,686.41","2,581,605.01","4,635,582.72","4,616,738.88","1,337,912.08","7,914,409.51","2,807,730.99","4,710,958.04","10,137,981.71","1,281,380.59","1,149,473.76", -   ,"1,337,912.08","-37,687.66","131,906.83","565,314.97","24,515,825.66","15,696,912.20","8,762,381.96","12,549,992.23","18,165,454.22","16,488,353.16","18,843,832,178",,,,,,,,,,,,,,,,
613,2019,2019_10005,업무시설,3,,국민건강보험공단 부산사하지사 사옥 신축 건축공사,10258.75,2976,1683.29,509.54,4.2,30.9,2,7,570,93,0,"14,275,258,348","3,855,151,794","2,297,347,040","503,292,212","3,392,458,290","2,334,660,985","1,300,506,048","27,958,674,717",,"21,863,683.63","782,842.89","34,780,591.35","2,711,991.45","1,537,727.11","6,150,908.44","5,731,528.32","1,453,851.09","6,877,833.98","1,621,603.13","13,196,494.47","36,262,401.11","3,215,247.59", -   , -   ,"1,174,264.34", -   , -   ,"16,160,113.99","30,111,492.67","23,037,947.97","21,779,807.60","16,355,824.71","28,461,930.86","6,318,660.49","27,958,674,717",,,,,,,,,,,,,,,,
614,2019,2019_10006,업무시설,3,,보령경찰서 이전 신축 건축공사,7308.07,16290,1962.33,3625,4.2,20,1,4,480,196,0,"9,059,780,390","1,753,320,982","1,188,794,608","1,188,794,608","1,525,374,878","1,150,044,201","494,951,222","15,494,390,186",,"6,352,699.98", -   ,"28,649,127.45","2,215,697.80","2,138,225.85","3,238,327.55","2,107,237.07","1,022,629.75","23,907,844.06","1,642,405.36","6,895,003.63","9,141,690.21","1,936,798.77", -   , -   ,"790,213.90","-108,460.73","46,483.17","17,710,087.98","8,971,251.92","7,111,925.10","8,816,308.02","5,686,441.20","12,395,512.15","4,276,451.69","15,494,390,186",,,,,,,,,,,,,,,,
615,2019,2019_10007,업무시설,3,,부산보훈병원 재활센터동 건립공사,7466,65670,1076.17,195.26,4.2,33.54,1,6,510,124,0,"9,028,438,850","5,299,939,720","1,181,362,271","132,019,576","2,597,357,774","1,005,724,070","1,028,209,107","20,273,051,368",,"13,441,033.06","466,280.18","23,901,927.56","1,662,390.21","871,741.21","3,953,245.02","871,741.21","1,824,574.62","13,501,852.21","2,189,489.55","10,866,355.53","20,881,242.91","2,250,308.70","547,372.39", -   ,"729,829.85","-182,457.46", -   ,"2,594,950.58","30,733,945.87","26,091,417.11","12,589,564.90","13,765,401.88","17,252,366.71","1,925,939.88","20,273,051,368",,,,,,,,,,,,,,,,
616,2019,2019_10008,업무시설,3,,고용노동부창원지청 신청사 신축공사,3548.47,2843.2,898.68,485.24,3.9,17.2,1,3,365,50,0,"4,269,781,426","1,050,859,471","578,982,188","92,131,944","787,520,508","430,652,812","260,170,854","7,470,099,203",,"4,332,657.54", -   ,"14,245,479.18", -   ,"814,240.81","2,644,415.12","2,846,107.80","500,496.65","3,227,082.86","1,411,848.75","3,936,742.28","5,460,642.52","971,112.90", -   , -   ,"440,735.85","-74,700.99","455,676.05","552,787.34","9,307,743.61","7,119,004.54","4,437,238.93","3,346,604.44","7,372,987.91","1,352,087.96","7,470,099,203",,,,,,,,,,,,,,,,
617,2019,2019_10009,업무시설,3,,농림수산식품교육문화정보원 청사 신축공사,4949.47,3960,1270.33,608.13,4.2,19.14,1,4,450,49,0,"5,430,735,014","1,844,458,541","445,657,528","134,249,797","1,205,928,393","1,235,966,813","476,425,812","10,773,421,898",,"7,638,356.13","1,863,801.99","20,588,009.25", -   ,"2,467,113.61","2,854,956.80","3,684,510.29","1,260,490.36","3,716,830.55","2,262,418.60","8,241,667.75","7,476,754.80","1,820,708.30", -   , -   ,"517,124.25","-107,734.22","64,640.53","1,626,786.71","5,731,460.45","11,678,389.34","9,081,994.66","7,002,724.23","5,990,022.58","2,273,192.02","10,773,421,898",,,,,,,,,,,,,,,,
618,2019,2019_10010,전시시설,1,,어린이과학관 건축공사,3386.44,4307.81,1859.58,646.17,6,16.33,1,2,360,687,0,"5,173,455,193","1,188,671,362","254,680,339","118,543,125","911,342,606","310,682,416","454,068,695","8,411,443,736",,"7,856,288.45","3,844,029.79","20,582,802.82","4,096,373.10","260,754.76","2,851,479.43","1,329,008.11","2,557,078.90","4,163,664.65","1,993,512.17","2,313,147.03","1,219,659.34","1,976,689.28", -   , -   ,"672,915.50","-75,702.99","285,989.09","1,446,768.32","6,443,165.90","6,771,212.21","2,573,901.78","6,190,822.59","3,061,765.52","1,699,111.63","8,411,443,736",,,,,,,,,,,,,,,,
619,2019,2019_10011,업무시설,3,,서천군 신청사 건축공사,15670.33,29572,3971.2,9299.86,4.2,31.1,1,6,730,384,0,"18,612,016,622","5,581,732,839","2,075,711,375","2,206,970,400","4,828,782,724","4,327,841,156","1,862,173,603","39,495,228,719",,"20,537,518.93","16,509,005.60","48,302,664.72", -   ,"5,726,808.16","6,872,169.80","8,293,998.03","3,001,637.38","9,636,835.81","5,134,379.73","15,403,139.20","41,706,961.53","4,660,436.99", -   , -   ,"1,421,828.23","-236,971.37","434,447.52","5,726,808.16","51,699,254.39","37,638,952.97","35,506,210.62","23,499,661.09","22,077,832.85","31,398,706.83","39,495,228,719",,,,,,,,,,,,,,,,
620,2019,2019_10012,업무시설,3,,춘천지방법원 속초지원청사 신축공사,9980.98,22206,2864.62,1667.18,4.4,24.5,1,5,1895,94,0,"14,547,515,407","5,134,646,848","3,748,020,727","563,728,536","3,822,659,263","2,010,843,001","1,758,577,583","31,585,991,365",,"13,803,078.23","442,203.88","34,081,284.68","1,073,923.71","9,191,523.49","5,053,758.62","13,834,664.22","979,165.73","6,759,402.15","3,095,427.15","12,981,842.45","34,081,284.68","2,400,535.34","4,485,210.77", -   ,"947,579.74", -   , -   ,"5,653,892.45","48,800,356.66","28,680,080.16","16,456,301.50","20,720,410.34","45,641,757.52","6,696,230.17","31,585,991,365",,,,,,,,,,,,,,,,
621,2019,2019_10013,전시시설,1,,안산역사박물관 건립공사,5039.23,13000,2486.61,0,6.7,22.35,1,3,540,72,0,"11,123,559,264","1,179,348,974","1,302,164,588","204,937,795","2,645,005,259","690,317,185","645,074,043","17,790,407,108",,"8,912,993.96","4,109,584.04","19,249,220.49","25,440,282.16","1,138,586.05","3,166,692.47","8,290,329.71","515,921.81","8,770,670.70","2,063,687.22","9,482,286.99","26,276,431.30","1,423,232.57", -   , -   ,"587,083.43","-338,017.74","373,598.55","2,401,704.96","7,009,420.40","16,029,156.80","4,892,361.95","8,432,652.97","17,630,293.44","2,045,896.82","17,790,407,108",,,,,,,,,,,,,,,,
622,2019,2019_10014,업무시설,3,,인천지방경찰청 증축공사,6562,22795.6,122.84,1,1,1,1,8,540,1,0,"7,126,544,711","2,139,304,189","533,211,764","533,211,764","1,728,226,061","1,260,539,865","848,880,083","13,789,711,444",,"13,279,492.12","1,061,807.78","22,477,229.65", -   ,"1,544,447.68","3,805,960.36","2,344,250.95","1,737,503.64","4,826,399.01","2,399,409.79","5,639,991.98","13,431,178.95","3,047,526.23", -   , -   ,"248,214.81","-82,738.27","68,948.56","1,406,550.57","9,514,900.90","16,947,555.36","12,079,787.22","11,845,362.13","8,122,140.04","2,151,194.99","13,789,711,444",,,,,,,,,,,,,,,,
623,2019,2019_10015,연구시설,2,,진영2초중통합학교 교사 신축공사,14877.02,13084,4282.91,1970.17,3.8,20.58,0,5,390,50,0,"19,782,500,654","2,800,335,700","842,799,076","450,417,193","3,422,596,549","1,476,268,548","1,371,584,512","30,146,502,232",,"15,585,741.65","10,340,250.27","55,982,054.64","3,195,529.24","9,435,855.20","7,476,332.55","8,199,848.61","3,828,605.78","17,304,092.28","8,169,702.10","16,369,550.71","44,435,944.29","2,743,331.70", -   , -   ,"3,376,408.25", -   ,"90,439.51","4,190,363.81","19,082,735.91","26,378,189.45","11,726,989.37","19,143,028.92","8,260,141.61","6,149,886.46","30,146,502,232",,,,,,,,,,,,,,,,
624,2019,2019_10016,연구시설,2,,관세행정 OJT 교육관 신축 공사,2854.1,2439.5,572.95,680.27,3.6,18.9,1,4,460,23,0,"3,199,962,052","284,090,302","851,614,121","162,083,698","599,773,424","305,338,439","263,594,398","5,666,456,434",,"2,442,242.72","2,510,240.20","7,938,705.46", -   ,"3,586,866.92","1,790,600.23","577,978.56","1,025,628.61","4,085,515.09","1,093,626.09","2,515,906.66","3,235,546.62","719,639.97", -   , -   ,"912,299.49","-33,998.74","79,330.39","1,031,295.07","3,059,886.47","4,261,175.24","1,943,594.56","2,748,231.37","9,219,324.62","1,920,928.73","5,666,456,434",,,,,,,,,,,,,,,,
625,2019,2019_10017,연구시설,2,,(가칭)남율중학교 신축공사,11902.43,13071,3192.91,2127.37,3.6,16.6,1,4,420,65,0,"13,466,661,515","2,888,197,869","2,136,637,556","308,697,889","2,081,425,763","1,014,412,264","912,404,378","22,808,437,234",,"8,439,121.78","1,619,399.04","52,892,765.95","2,645,778.72","8,553,163.96","4,744,154.94", -   ,"9,465,501.45","8,142,612.09","4,493,262.14","10,628,731.75","13,593,828.59","3,398,457.15", -   , -   ,"1,847,483.42", -   ,"273,701.25","6,546,021.49","22,101,375.68","19,045,045.09","8,119,803.66","12,453,406.73","24,290,985.65","4,789,771.82","22,808,437,234",,,,,,,,,,,,,,,,
626,2019,2019_10018,업무시설,3,,한림읍 청사 신축공사,4989.54,6766,1970.84,1265.48,4.2,9.88,1,2,395,106,0,"6,579,260,144","820,143,509","947,448,947","171,333,280","1,793,467,603","365,070,306","459,198,277","11,135,922,066",,"6,403,155.19", -   ,"23,507,931.48", -   ,"1,703,796.08","4,521,184.36","167,038.83","8,385,349.32","5,623,640.64","3,674,854.28","4,053,475.63","7,750,601.76","2,049,009.66","2,305,135.87", -   ,"890,873.77","-590,203.87","222,718.44","1,002,232.99","5,846,359.08","10,167,096.85","3,841,893.11","5,824,087.24","11,425,456.04","2,583,533.92","11,135,922,066",,,,,,,,,,,,,,,,
627,2019,2019_10019,업무시설,3,,가평군 전통시장 창업경제타운 조성사업,5436.45,3270,1623.28,573.02,5.4,19.4,1,3,365,57,0,"6,810,246,400","1,320,954,631","2,020,428,365","265,014,599","1,543,757,496","471,060,216","705,901,464","13,137,363,171",,"9,997,533.37", -   ,"22,097,044.85", -   ,"1,668,445.12","4,558,665.02","4,834,549.65","683,142.88","3,914,934.22","3,258,066.07","6,634,368.40","9,156,742.13","1,760,406.66", -   , -   ,"709,417.61","-91,961.54","65,686.82","1,852,368.21","5,898,676.06","12,178,335.66","3,678,461.69","9,051,643.22","26,235,314.25","3,231,791.34","13,137,363,171",,,,,,,,,,,,,,,,
628,2019,2019_10020,연구시설,2,,덕계2초등학교 교사 신축공사,12114.62,11488,3931.02,1733.75,3.7,19,0,4,390,61,0,"18,027,215,371","2,687,770,467","836,875,275","497,654,554","2,649,495,614","1,327,217,262","1,077,974,155","27,104,202,698",,"14,825,998.88","17,048,543.50","43,610,662.14","2,276,753.03","6,965,780.09","7,291,030.53","9,621,991.96","2,087,023.61","17,970,086.39","5,447,944.74","8,483,615.44","38,948,739.28","4,634,818.66", -   , -   ,"4,146,943.01", -   ,"81,312.61","4,417,985.04","16,614,876.25","24,420,886.63","11,952,953.39","14,798,894.67","8,185,469.21","7,209,717.92","27,104,202,698",,,,,,,,,,,,,,,,
