순번,년도,공사번호,유형,유형ID,1,주공사 공사명,"연면적
(㎡)","대지면적
(㎡)","건축면적
(㎡)","조경면적
(㎡)","기준층 층고
(m)","최고높이
(m)",최대지하 층 수,최대지상 층 수,공사일 수,주차대수,내진등급,건축,기계,토목,조경,전기,통신,소방,합계,,가설공사,기초공사,철근콘크리트공사,철골공사,조적공사,방수공사,석공사,타일공사,금속공사(지붕및홈통공사 포함),미장공사,창호및유리공사,목공사및수장공사(인테리어공사 포함),도장공사,해체및 철거공사,폐기물처리비,골재비및운반비,작업부산물,품질시험비,기타공사,기계소계,전기소계,통신소계,소방소계,토목소계,조경소계,총 공사비,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,2018,2018_10106,기숙사,5,,한국과학기술정보연구원 본원 연구원 기숙사 건립공사,3944.42,63071.2,921.71,0,3.3,22.9,1,6,335,25,0,"6,747,315,630","716,018,470","264,312,455", - ,"1,228,198,032","618,009,522","267,192,506","9,841,046,615",, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,"64,665,517.31", -   , -   , -   , -   , -   , -   , -   ,"10,569,284.06","11,386,090.93","4,831,953.89","2,962,155.03","3,995,464.93", -   ,"9,841,046,615",,,,,,,,,,,,,,,,
558,2018,2018_10107,초등학교,9,,반곡유초등학교 신축공사,16650.12,18071,4567.12,3118.55,3.9,20.54,1,5,410,84,0,"16,518,444,375","4,364,159,477","545,353,329","482,402,554","3,932,784,178","1,502,607,950","1,406,184,585","28,751,936,448",,"11,587,030.39","10,724,472.30","44,766,765.05","1,753,868.12","10,810,728.10","5,664,131.48","7,216,736.05","2,875,193.64","12,162,069.12","5,664,131.48","16,819,882.82","22,052,735.26","3,076,457.20", -   , -   ,"2,386,410.73","-230,015.49", -   ,"3,478,984.31","45,744,330.89","33,093,478.85","14,232,208.54","18,861,270.31","7,590,511.22","7,187,984.11","28,751,936,448",,,,,,,,,,,,,,,,
559,2018,2018_10108,연구시설,2,,한경대학교 친환경농업연구센터 신축공사,4339.04,4445.8,1441.55,810.17,3.8,22.42,1,5,450,22,0,"4,631,392,876","1,620,887,077","549,293,396","369,228,904","1,312,751,164","158,448,624","201,260,320","8,843,262,361",,"4,527,750.33", -   ,"14,945,113.39", -   ,"1,715,592.90","2,511,486.51","6,773,938.97","813,580.14","2,670,665.23","733,990.78","2,626,448.92","7,295,691.45","902,012.76", -   , -   ,"539,439.00", -   , -   ,"1,671,376.59","13,034,968.72","11,575,830.43","1,901,301.41","2,467,270.20","6,826,998.54","4,899,167.35","8,843,262,361",,,,,,,,,,,,,,,,
560,2018,2018_10109,연구시설,2,,전기차 폐배터리 재사용센터 증축 공사,2457.91,9549,1470.38,0,4.2,15.2,0,3,180,24,0,"3,520,503,628","56,498,918","99,431,699","27,470,909","952,679,832","115,203,614","94,601,380","4,866,389,980",,"1,002,476.34","2,077,948.52","6,360,371.70","11,197,563.34","1,070,605.80","1,897,892.09","19,465.56","428,242.32","4,681,467.16","1,508,580.89","1,698,370.10","3,640,059.71","1,094,937.75", -   , -   ,"72,995.85", -   , -   ,"457,440.66","807,820.74","6,365,238.09","1,138,735.26","1,338,257.24","1,450,184.21","355,246.47","4,866,389,980",,,,,,,,,,,,,,,,
561,2018,2018_10110,공장,1,,천연물조직배양상용화시설 건립공사,2522.38,15828.6,1805.7,0,3.6,12.2,0,3,240,0,0,"3,140,864,863","213,697,753", - , - ,"779,538,073","68,125,932","115,231,556","4,317,458,177",,"1,761,522.94","5,250,029.14","2,456,633.70","10,184,883.84","250,412.57","1,433,396.11","453,333.11","280,634.78","3,846,855.24","600,126.69","1,701,078.52","3,933,204.40","25,904.75","17,269.83","21,587.29","224,507.83","-82,031.71", -   ,"1,027,555.05","1,865,141.93","5,629,965.46","846,221.80","1,446,348.49", -   , -   ,"4,317,458,177",,,,,,,,,,,,,,,,
562,2018,2018_10111,연구시설,2,,나노금형상용화지원센터 신축공사,7606.22,12180,3531.97,3220.64,3.9,20.9,0,4,365,93,0,"8,410,244,139","3,990,392,668","386,718,942","437,089,693","1,719,644,628","608,209,071","521,940,091","16,074,239,232",,"9,001,573.97","1,093,048.27","12,955,836.82","17,215,510.22","1,382,384.57","3,198,773.61","1,591,349.68","964,454.35","15,720,605.97","1,398,458.81","6,172,507.87","7,378,075.81","1,125,196.75", -   , -   ,"787,637.72","-192,890.87", -   ,"2,282,541.97","43,561,188.32","16,556,466.41","5,079,459.60","5,497,389.82","3,263,070.56","4,709,752.09","16,074,239,232",,,,,,,,,,,,,,,,
563,2018,2018_10112,연구시설,2,,포항제철초등학교 창의융합센터 증축 공사,2654.26,31663,1843.22,0,3.9,9.3,0,2,230,55,0,"4,068,382,120","302,845,664","136,884,146","225,969,912","546,254,593","546,254,593","88,687,394","5,715,054,706",,"3,531,903.81","1,651,650.81","13,218,921.53", -   ,"4,223,425.43","2,371,747.70","1,097,290.50","377,193.61","2,206,011.12","1,108,720.61","3,171,855.36","6,549,452.69","554,360.31", -   , -   ,"337,188.23","-51,435.49", -   ,"91,440.88","1,725,946.52","5,760,775.14","3,023,263.94","1,148,726.00","1,874,537.94","3,177,570.42","5,715,054,706",,,,,,,,,,,,,,,,
564,2018,2018_10113,전시시설,1,,국립민속박물관 개방형 수장고 및 정보센터 건립 공사,10268.29,60222.9,4553.38,39677.22,5.8,18,1,2,690,167,0,"21,340,600,695","3,063,198,875","1,190,050,470","2,344,557,867","4,932,127,121","1,960,365,773","2,569,370,851","37,400,271,652",,"16,904,922.79", -   ,"36,951,468.39","2,618,019.02","6,694,648.63","6,844,249.71","1,421,210.32","299,202.17","7,442,654.06","3,066,822.28","19,522,941.80","84,973,417.19","2,281,416.57", -   , -   ,"710,605.16","-261,801.90","748,005.43","4,263,630.97","45,815,332.77","36,652,266.22","11,145,280.95","32,500,836.07","17,503,327.13","35,904,260.79","37,400,271,652",,,,,,,,,,,,,,,,
565,2018,2018_10114,업무시설,3,,서울남부지방법원 별관 신축공사,8051.41,15850.8,1594.89,0,4.5,27.45,1,5,570,50,0,"8,775,364,161","2,879,560,689","578,217,338","418,905,694","1,905,757,565","819,903,889","862,083,076","16,239,792,412",,"6,301,039.46","3,783,871.63","28,354,677.55","3,247,958.48","1,948,775.09","3,897,550.18","470,953.98","1,088,066.09","2,874,443.26","1,640,219.03","4,660,820.42","9,289,161.26","2,046,213.84","64,959.17", -   ,"828,229.41","-129,918.34","243,596.89","1,981,254.67","39,625,093.49","15,622,680.30","9,061,804.17","11,335,375.10","8,087,416.62","6,073,682.36","16,239,792,412",,,,,,,,,,,,,,,,
566,2018,2018_10115,업무시설,3,,국민건강보험공단 원주횡성지사 사옥 신축공사,3977.9,3065.7,923.81,569.16,4,19.3,1,4,365,66,0,"4,818,312,648","850,528,871","1,094,771,239","167,082,144","976,786,019","615,637,302","355,942,798","8,879,061,021",,"5,265,283.19", -   ,"13,842,456.13", -   ,"1,473,924.13","2,725,871.73","2,610,443.94","816,873.61","3,045,517.93","816,873.61","5,291,920.37","7,769,178.39","1,278,584.79", -   , -   ,"461,711.17","-62,153.43", -   ,"461,711.17","11,187,616.89","7,405,136.89","3,667,052.20","4,199,795.86","14,224,255.76","2,308,555.87","8,879,061,021",,,,,,,,,,,,,,,,
567,2018,2018_10116,중학교,9,,가칭 정산기숙형중학교 신축공사,12226.07,36500,7206.02,8559.15,4.1,16.05,1,2,390,50,0,"20,737,034,611","2,388,658,484","2,177,860,344","790,438,706","3,191,537,725","1,272,533,037","1,004,860,775","31,562,923,682",,"10,068,572.65","10,068,572.65","39,043,336.59","7,133,220.75","3,535,047.45","7,701,353.38","10,952,334.52","2,935,351.90","14,739,885.36","4,355,683.47","12,688,295.32","45,513,735.95","2,146,278.81", -   , -   ,"1,483,457.41","-252,503.39","284,066.31","23,167,185.98","31,341,983.22","25,124,087.25","11,110,149.14","12,246,414.39","29,511,333.64","10,731,394.05","31,562,923,682",,,,,,,,,,,,,,,,
568,2018,2018_10117,연구시설,2,,출토유물분석연구센터 건립공사,6919.4,32371,1630.99,5487.69,4.8,26.1,1,5,540,132,0,"9,164,714,986","2,145,678,604","1,445,200,451","301,494,533","3,285,727,389","778,171,258","216,866,236","17,337,853,457",,"7,004,492.80","294,743.51","37,363,074.20","2,149,893.83","3,086,137.92","3,380,881.42","866,892.67","1,040,271.21","11,789,740.35","1,213,649.74","6,796,438.56","10,264,009.25","1,647,096.08","34,675.71", -   ,"572,149.16","-173,378.53","104,027.12","3,779,652.05","28,382,066.11","23,666,169.97","4,889,274.67","2,531,326.60","18,672,868.17","4,022,382.00","17,337,853,457",,,,,,,,,,,,,,,,
569,2018,2018_10118,대학교,9,,전북대학교 국제컨벤션센터 신축공사,6008.46,9966,969.3,0,4.5,9,2,2,700,51,0,"10,485,245,340","867,886,290","3,549,043,745", - ,"826,891,037","201,228,993","664,411,900","16,594,707,305",,"6,986,371.78","16,594.71","19,747,701.69","13,773,607.06","5,957,499.92","6,953,182.36","3,352,130.88","182,541.78","7,251,887.09","4,314,623.90","2,887,479.07","20,842,952.38","16,594.71","1,327,576.58", -   ,"1,228,008.34","-1,194,818.93","66,378.83","248,920.61","5,094,575.14","9,342,820.21","2,538,990.22","7,965,459.51","47,045,995.21", -   ,"16,594,707,305",,,,,,,,,,,,,,,,
570,2018,2018_10119,연구시설,2,,스마트교통융복합관 건립공사,6630.13,552011,1498.97,650.25,3.6,23.75,1,6,900,13,0,"9,259,927,311","1,058,791,007", - , - ,"1,893,468,532","946,276,819","576,325,864","13,734,789,533",,"8,089,791.03","27,469.58","19,379,788.03","3,557,310.49","1,552,031.22","4,106,702.07","5,370,302.71","1,703,113.90","6,276,798.82","2,225,035.90","8,213,404.14","28,018,970.65","2,788,162.28", -   , -   ,"631,800.32","-109,878.32", -   ,"82,408.74","13,789,728.69","16,124,642.91","8,804,000.09","6,716,312.08", -   , -   ,"13,734,789,533",,,,,,,,,,,,,,,,
571,2018,2018_10120,연구시설,2,,전남대학교 디지털도서관 신축공사,10497.89,989860,4094.27,0,5.4,24.6,1,4,800,4,0,"12,107,218,185","3,481,898,346","1,329,994,587","193,543,052","1,999,045,836","636,114,097","1,185,557,085","20,933,371,188",,"21,980,039.75","5,003,075.71","40,589,806.73","2,051,470.38","5,924,144.05","6,782,412.26","1,570,002.84","1,339,735.76","11,199,353.59","2,491,071.17","12,371,622.37","13,543,891.16","1,444,402.61","858,268.22", -   ,"1,004,801.82","-293,067.20","293,067.20","900,134.96","23,905,909.90","13,962,558.58","4,584,408.29","16,014,028.96","18,986,567.67","2,826,005.11","20,933,371,188",,,,,,,,,,,,,,,,
572,2018,2018_10121,업무시설,3,,전방사무소 청사 신축공사,1652.2,4803,461.92,0,0,17.93,1,4,365,22,0,"2,028,874,295","251,057,580","151,975,281","385,802,255","385,802,255","239,309,030","133,218,951","3,190,237,392",,"2,564,950.86","22,331.66","6,689,927.81", -   ,"156,321.63","941,120.03","334,974.93","520,008.69","701,852.23","389,208.96","1,333,519.23","2,896,735.55","842,222.67","213,745.91", -   ,"296,692.08","-28,712.14", -   ,"354,116.35","3,502,880.66","3,608,158.49","2,644,706.80","1,770,581.75","2,147,029.76", -   ,"3,190,237,392",,,,,,,,,,,,,,,,
573,2018,2018_10122,대학교,9,,"글로컬 교육, 스포츠센터 건립 공사",12103.61,968691,4471.26,1487.95,4.3,27.1,1,4,900,38,0,"14,333,167,159","5,643,263,535","1,351,846,849","147,566,615","2,870,547,208","1,037,805,766","1,262,597,604","26,646,794,736",,"11,031,773.02","532,935.89","33,814,782.52","20,864,440.28","7,967,391.63","6,448,524.33","3,570,670.49","1,598,807.68","15,108,732.62","3,011,087.81","8,740,148.67","12,683,874.29","3,384,142.93","1,758,688.45", -   ,"1,145,812.17","-506,289.10","506,289.10","14,016,214.03","55,611,860.61","19,638,687.72","8,873,382.65","15,908,136.46","18,652,756.32","2,105,096.78","26,646,794,736",,,,,,,,,,,,,,,,
574,2018,2018_10123,체육시설,8,,청주실내빙상장 건립사업,6677.07,16670,3823.62,3401.72,5.6,12.1,1,2,600,149,0,"13,711,562,735","795,663,249","564,524,881","225,053,156","2,649,977,100","907,551,260","753,120,166","19,607,452,547",,"13,078,170.85","3,294,052.03","45,881,438.96","3,333,266.93","2,823,473.17","4,509,714.09","3,372,481.84","1,431,344.04","19,940,779.24","999,980.08","7,137,112.73","21,215,263.66","1,333,306.77", -   , -   ,"823,513.01","-254,896.88", -   ,"1,980,352.71","14,097,758.38","18,489,827.75","5,999,880.48","12,470,339.82","9,960,585.89","4,156,779.94","19,607,452,547",,,,,,,,,,,,,,,,
575,2018,2018_10124,수련시설,10,,하남시 청소년수련관 신축공사,7144.05,167989,1958.75,585.35,4.2,18,1,4,480,25,0,"10,524,121,985","1,619,272,419","590,918,408","253,502,295","1,406,526,816","751,916,877","573,807,320","15,720,066,120",,"6,398,066.91","4,857,500.43","26,095,309.76","3,961,456.66","3,049,692.83","5,313,382.35","3,081,132.96","2,185,089.19","9,840,761.39","3,537,014.88","10,783,965.36","11,805,769.66","2,012,168.46", -   ,"15,720.07","817,443.44","157,200.66", -   ,"6,570,987.64","22,479,694.55","11,271,287.41","4,087,217.19","7,105,469.89","8,127,274.18","3,647,055.34","15,720,066,120",,,,,,,,,,,,,,,,
576,2018,2018_10125,복지시설,7,,다목적공공복합시설 신축공사,8863.85,7102,169.96,0,3,5.2,2,1,780,23,0,"12,810,649,844","5,757,508,880","13,877,102,522", - ,"2,049,701,006","367,531,846","966,944,394","35,829,438,492",,"20,960,221.52", -   ,"50,089,555.01", -   ,"6,270,151.74","6,198,492.86","322,464.95","250,806.07","2,794,696.20","4,765,315.32","4,192,044.30","2,508,060.69","3,403,796.66", -   , -   ,"1,648,154.17", -   , -   ,"179,147.19","29,559,286.76","14,260,116.52","2,579,719.57","12,110,350.21","196,202,005.18", -   ,"35,829,438,492",,,,,,,,,,,,,,,,
577,2018,2018_10126,일반청사,3,,중구 신당동 공공복합청사 신축공사,6680.7,0,0,0,0,0,5,7,810,0,0,"9,125,449,282","645,134,985","4,052,622,117","131,044,266","1,871,357,509","987,718,061","833,867,316","17,647,193,536",,"9,423,601.35", -   ,"19,888,387.12","2,029,427.26","1,552,953.03","2,452,959.90","1,058,831.61","123,530.35","12,053,033.19","1,164,714.77","7,588,293.22","15,653,060.67","4,764,742.25","3,688,263.45", -   ,"635,298.97","-88,235.97", -   ,"6,705,933.54","8,682,419.22","9,829,486.80","4,694,153.48","10,341,255.41","52,376,870.41","1,852,955.32","17,647,193,536",,,,,,,,,,,,,,,,
578,2018,2018_10127,대학교,9,,국제공학교육관 신축 공사,4982.88,6596,1436.9,0,3.9,17.1,1,4,600,29,0,"6,881,828,194","838,081,887","444,213,836","126,918,956","1,426,521,532","478,091,947","283,068,908","10,478,725,260",,"6,496,809.66", -   ,"18,117,715.97","408,670.29","5,365,107.33","2,211,011.03","7,659,948.17","2,022,393.98","5,752,820.17","3,311,277.18","7,984,788.65","10,876,916.82","1,330,798.11","880,212.92", -   , -   ,"-94,308.53", -   ,"502,978.81","5,417,500.96","9,734,735.77","4,799,256.17","3,793,298.54","6,308,192.61","1,907,128.00","10,478,725,260",,,,,,,,,,,,,,,,
579,2018,2018_10128,복지시설,7,,3생활권 광역복지지원센터 건립공사,14931,0,0,0,0,0,1,3,660,0,0,"20,236,201,788","3,728,240,520","914,048,465","1,602,135,705","3,498,808,632","1,670,739,003","2,086,294,007","33,736,468,120",,"19,567,151.51","5,768,936.05","43,013,996.85","8,332,907.63","7,658,178.26","11,672,817.97","1,079,566.98","2,294,079.83","14,641,627.16","4,014,639.71","23,716,737.09","31,476,124.76","4,115,849.11", -   , -   ,"1,113,303.45","-371,101.15","371,101.15","3,609,802.09","50,874,593.92","29,013,362.58","15,316,356.53","25,605,979.30","12,448,756.74","22,029,913.68","33,736,468,120",,,,,,,,,,,,,,,,
580,2018,2018_10129,업무시설,3,,2-1생활권 복합커뮤니티센터 건립공사,12564.28,10763,4061.25,2618.51,5.2,21.2,1,4,660,117,0,"19,144,634,192","3,371,571,361","1,214,156,492","1,600,994,067","3,303,881,797","1,759,730,470","1,404,135,740","31,799,104,119",,"16,185,744.00","763,178.50","35,297,005.57","7,091,200.22","4,292,879.06","8,744,753.63","21,273,600.66","1,144,767.75","10,334,708.84","6,455,218.14","15,963,150.27","25,375,685.09","3,148,111.31", -   , -   ,"1,367,361.48","-286,191.94","1,685,352.52","18,856,868.74","46,617,486.64","25,884,470.75","9,285,338.40","18,475,279.49","16,917,123.39","23,117,948.69","31,799,104,119",,,,,,,,,,,,,,,,
581,2018,2018_10130,업무시설,3,,정선경찰서 청사 신축사업,6926.13,8739,2163.4,1520.05,4.2,17.8,1,4,600,102,0,"8,742,422,283","809,850,631","571,025,767","258,432,188","2,136,732,399","1,409,771,616","564,476,275","14,492,711,159",,"7,014,472.20","3,608,685.08","23,376,743.10", -   ,"4,855,058.24","4,057,959.12","5,086,941.62","2,202,892.10","3,985,495.57","3,724,626.77","6,275,343.93","12,217,355.51","1,942,023.30","4,884,043.66", -   ,"1,666,661.78", -   , -   ,"3,681,148.63","12,144,891.95","15,623,142.63","8,492,728.74","7,434,760.82","8,579,685.01","4,072,451.84","14,492,711,159",,,,,,,,,,,,,,,,
582,2018,2018_10131,업무시설,3,,하남시 보건소 신축공사,5739.98,6193,1896.45,1599.49,4.2,16.9,1,3,480,55,0,"8,243,524,847","598,279,333","514,550,858","459,909,261","1,407,675,658","1,132,307,333","406,441,875","12,762,689,165",,"6,483,446.10","6,802,513.32","20,994,623.68", -   ,"1,735,725.73","4,888,109.95","1,505,997.32","1,416,658.50","3,343,824.56","1,799,539.17","5,743,210.12","18,467,611.22","1,863,352.62", -   , -   ,"344,592.61", -   ,"114,864.20","1,186,930.09","8,895,594.35","12,698,875.72","9,150,848.13","5,385,854.83","7,683,138.88","7,121,580.55","12,762,689,165",,,,,,,,,,,,,,,,
583,2018,2018_10132,업무시설,3,,강서경찰서 청사 신축공사,20183.39,7352.8,2933.52,1670.29,3.9,37.3,2,8,720,205,0,"23,905,764,099","3,297,943,683","3,699,744,327","724,646,550","4,350,646,196","3,759,858,913","2,027,329,365","41,765,933,133",,"21,467,689.63","960,616.46","53,710,990.01","5,638,400.97","7,726,697.63","8,854,377.82","17,416,394.12","3,758,933.98","12,153,886.54","6,431,953.70","18,460,542.44","32,452,130.04","5,680,166.91","4,719,550.44", -   ,"8,436,718.49","-417,659.33","334,127.47","11,652,695.34","48,239,652.77","35,125,149.76","22,052,412.69","26,563,133.47","55,047,499.87","11,193,270.08","41,765,933,133",,,,,,,,,,,,,,,,
584,2018,2018_10133,업무시설,3,,보안수사대 통합청사 신축공사,6404,2952.8,1378.55,847.34,3.7,15.95,2,4,690,40,0,"8,411,384,506","1,043,761,251","1,835,364,965","243,570,544","1,450,729,506","1,321,961,200","701,093,506","15,007,865,478",,"8,974,703.56","75,039.33","16,283,534.04","45,023.60","4,352,280.99","4,502,359.64","5,507,886.63","1,050,550.58","4,562,391.11","4,832,532.68","6,318,311.37","12,831,724.98","2,161,132.63","2,716,423.65", -   ,"840,440.47","-90,047.19", -   ,"2,506,313.53","14,092,385.68","13,131,882.29","8,974,703.56","8,584,499.05","24,387,781.40","3,436,801.19","15,007,865,478",,,,,,,,,,,,,,,,
585,2018,2018_10134,연구시설,2,,한국체육대학교 도서관(학생회관) 개축사업 공사,11437.5,8885,1474.96,0,4.2,37.6,2,8,1080,10,0,"14,137,042,248","2,309,684,025","948,653,381","157,722,609","5,406,705,992","1,456,332,713","1,452,435,691","25,868,576,659",,"19,530,775.38","232,817.19","37,354,224.70","7,967,521.61","3,285,309.24","5,613,481.14","6,570,618.47","1,164,085.95","8,821,184.64","6,027,378.36","14,538,140.08","12,494,522.53","3,078,360.62","1,966,011.83", -   ,"776,057.30","-336,291.50","646,714.42","4,320,052.30","33,292,858.16","42,424,465.72","12,779,076.87","19,789,461.14","13,917,294.24","2,431,646.21","25,868,576,659",,,,,,,,,,,,,,,,
586,2018,2018_10135,교정시설,10,,김천소년교도소 수용동 증축공사,994.25,91625,91625,0,3.2,11.15,1,3,330,3,0,"1,941,317,466","349,912,565","151,858,380", - ,"213,709,363","275,423,935","133,846,686","3,066,068,395",,"1,275,484.45","12,264.27","6,104,542.17", -   ,"1,364,400.44","1,275,484.45","493,637.01","343,399.66","784,913.51","650,006.50","3,691,546.35","1,082,322.14","524,297.70","168,633.76", -   ,"134,907.01", -   , -   , -   ,"4,335,420.71","1,713,932.23","3,289,891.39","1,548,364.54","1,867,235.65", -   ,"3,066,068,395",,,,,,,,,,,,,,,,
587,2018,2018_10136,연구시설,2,,광주청소년비행예방센터 등 신축공사,4347,17485.37,2052.01,3751.8,3.9,15,1,3,365,74,0,"5,921,718,964","716,451,435","716,451,435","413,262,348","1,020,669,211","210,673,007","169,188,459","8,862,692,183",,"6,806,547.60", -   ,"18,939,573.20", -   ,"2,986,727.27","3,332,372.26","6,141,845.68","974,896.14","3,580,527.64","3,199,431.88","6,283,648.76","5,707,573.77","1,152,149.98","3,243,745.34", -   ,"576,074.99", -   , -   ,"788,779.60","3,731,193.41","7,090,153.75","2,392,926.89","2,375,201.51","4,174,328.02","5,149,224.16","8,862,692,183",,,,,,,,,,,,,,,,
588,2018,2018_10137,연구시설,2,,서해권 종합안전비상훈련장 시설공사,3575.17,18000,2342.66,8106.75,3.6,13.05,0,3,810,27,0,"6,795,631,156","1,320,270,727","1,138,990,068","329,138,357","1,116,745,490","438,080,277","183,912,013","11,322,768,088",,"3,929,000.53","5,706,675.12","8,446,784.99","9,771,548.86","2,638,204.96","2,660,850.50","973,758.06","1,336,086.63","16,372,722.66","1,528,573.69","3,079,792.92","5,208,473.32","384,974.11", -   , -   ,"418,942.42","-79,259.38","294,391.97","1,653,124.14","16,519,918.64","7,563,609.08","4,529,107.24","1,856,933.97","14,289,333.33","4,144,133.12","11,322,768,088",,,,,,,,,,,,,,,,
589,2018,2018_10138,대학교,9,,한국농수산대학 시설확충 공사,15017.92,0,0,0,0,0,1,5,570,0,0,"17,733,758,710","3,270,675,867","701,189,354","871,599,723","5,867,597,495","2,683,615,965","1,224,980,885","32,353,417,999",,"19,120,870.04","582,361.52","51,312,520.95","1,876,498.24","7,603,053.23","9,706,025.40","8,217,768.17","3,235,341.80","11,064,868.96","5,176,546.88","10,870,748.45","20,350,299.92","4,173,590.92", -   , -   ,"1,229,429.88","-226,473.93", -   ,"3,364,755.47","45,553,612.54","57,944,971.64","24,685,657.93","15,432,580.39","9,641,318.56","12,617,833.02","32,353,417,999",,,,,,,,,,,,,,,,
590,2018,2018_10139,업무시설,3,,국민건강보험공단 삼척지사 사옥 신축공사,1894.09,2515.01,751.65,414.93,3.9,14.5,1,3,300,29,0,"3,168,858,766","267,838,759","172,282,974","95,695,097","446,900,192","245,248,567","164,644,571","4,561,468,926",,"3,069,868.59","1,810,903.16","7,886,779.77", -   ,"907,732.32","1,281,772.77","1,660,374.69","1,021,769.04","2,148,451.86","1,117,559.89","4,046,022.94","4,816,911.19","734,396.50", -   ,"72,983.50","278,249.60","-18,245.88", -   , -   ,"3,421,101.69","3,941,109.15","1,806,341.69","2,029,853.67","2,239,681.24","1,341,071.86","4,561,468,926",,,,,,,,,,,,,,,,
591,2018,2018_10140,업무시설,3,,구리지사 사옥 신축공사,1938.73,3340,3340,519.21,4.2,16.6,1,3,300,60,0,"3,470,497,829","175,637,757","129,478,899","202,682,674","684,513,690","266,824,212","155,614,629","5,085,249,690",, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,"35,423,849.34", -   , -   , -   , -   , -   , -   ,"157,642.74","2,344,300.11","4,408,911.48","1,825,604.64","1,988,332.63","1,734,070.14","2,969,785.82","5,085,249,690",,,,,,,,,,,,,,,,
592,2018,2018_10141,연구시설,2,,KTL 진주 우주항공시험센터 신축공사,4149.37,5940,2800.92,1159.95,4.2,15.02,1,2,300,24,0,"10,917,712,371","454,046,836","884,895,316","237,242,757","3,198,799,637","664,599,092","1,370,870,397","17,728,166,406",,"3,953,381.11","2,038,739.14","18,260,011.40","40,065,656.08","2,712,409.46","6,009,848.41","1,843,729.31","531,844.99","12,072,881.32","2,091,923.64","2,854,234.79","9,484,569.03","3,953,381.11","106,369.00", -   ,"726,854.82","-88,640.83","70,912.67","709,126.66","6,240,314.57","22,762,965.67","6,346,683.57","18,472,749.40","12,480,629.15","3,581,089.61","17,728,166,406",,,,,,,,,,,,,,,,
593,2018,2018_10142,업무시설,3,,수원가정법원청사 신축공사,18079.07,11000,3398.89,0,4.5,52,1,10,915,174,0,"26,296,805,519","6,932,889,323","2,313,096,746","554,726,519","4,816,496,533","2,250,638,683","1,800,299,782","44,964,953,105",,"24,236,109.72", -   ,"55,981,366.62", -   ,"6,474,953.25","8,093,691.56","12,050,607.43","1,528,808.41","15,827,663.49","5,305,864.47","21,897,932.16","55,261,927.37","4,226,705.59", -   , -   ,"1,528,808.41", -   ,"134,894.86","11,151,308.37","102,250,303.36","39,299,369.01","18,300,735.91","24,505,899.44","33,004,275.58","8,588,306.04","44,964,953,105",,,,,,,,,,,,,,,,
594,2018,2018_10143,교정시설,10,,김천시 종합장사시설 건립공사,9008.21,99200.05,4070.38,0,4.8,15.5,1,3,730,307,0,"17,338,778,846","2,489,979,741","7,267,601,966","1,509,393,977","3,287,242,899","1,043,380,628","761,857,990","33,698,236,047",,"12,603,140.28","101,094.71","34,372,200.77","2,426,273.00","21,836,456.96","7,582,103.11","18,769,917.48","2,999,143.01","15,096,809.75","1,449,024.15","15,029,413.28","10,412,754.94","4,212,279.51", -   , -   ,"1,280,532.97","-134,792.94","67,396.47","1,651,213.57","33,125,366.03","22,004,948.14","6,874,440.15","9,267,014.91","95,568,197.43","20,387,432.81","33,698,236,047",,,,,,,,,,,,,,,,
595,2018,2018_10144,공장,1,,메디컬융합소재실용화센터 신축공사,7014.75,16529,1967.44,2479.95,5,19.1,1,4,390,120,0,"9,085,516,527","3,548,437,400","521,688,136","519,934,908","2,486,857,186","874,651,322","500,778,171","17,537,863,650",,"6,857,304.69","4,314,314.46","22,764,147.02","227,992.23","1,701,172.77","3,279,580.50","8,242,795.92","929,506.77","6,611,774.60","1,718,710.64","8,926,772.60","11,557,452.15","1,262,726.18", -   ,"17,537.86","613,825.23","-70,151.45", -   ,"105,227.18","50,263,517.22","18,818,127.70","7,102,834.78","6,138,252.28","6,787,153.23","7,208,061.96","17,537,863,650",,,,,,,,,,,,,,,,
596,2018,2018_10145,업무시설,3,,중앙선거관리위원회 청사 증축공사,6030.4,24928.6,2034.91,11183.35,4.5,16.7,1,3,730,41,0,"7,751,548,697","438,029,299","520,660,934","146,436,851","1,934,784,836","695,986,048","296,659,398","11,784,106,063",,"8,496,340.47","4,336,551.03","22,802,245.23","848,455.64","1,284,467.56","2,710,344.39","2,109,354.99","895,592.06","5,727,075.55","2,238,980.15","5,491,393.43","12,927,164.35","2,439,309.96","824,887.42", -   ,"400,659.61","-164,977.48", -   ,"58,920.53","6,198,439.79","16,403,475.64","8,402,067.62","3,876,970.89","7,341,498.08","2,191,843.73","11,784,106,063",,,,,,,,,,,,,,,,
