공종,코드,명칭,규격,단위,CalRevitWall,재료비단가,노무비단가,경비단가,합계단가,RecCost1,RecCost2,산식2,산식3
철근콘크리트공사,3CCAB700,레미콘,25-400-21,M3,,,,,,,,,
철근콘크리트공사,3CCAB750,레미콘,BACK  FILL,M3,,,,,,,,,
철근콘크리트공사,3CCAB800,세척용물차,,M3,,,,,,,,,
철근콘크리트공사,3CCAB850,통과용몰탈,1:03,M3,,,,,,,,,
철근콘크리트공사,3CCAC100,섬유보강재,,M3,,,,,,,,,
철근콘크리트공사,3CCAC200,섬유보강재/쓰레기보관소,,M3,,,,,,,,,
철근콘크리트공사,3CCAC300,섬유보강재/테라스,,M3,,,,,,,,,
철근콘크리트공사,3CCAD020,콘크리트타설,버림-부속동,M3,,,,,,,,,
철근콘크리트공사,3CCAD030,콘크리트타설,부속동,M3,,,,,,,,,
철근콘크리트공사,3CCAD040,콘크리트타설(무근),부속동,M3,,,,,,,,,
철근콘크리트공사,3CCAD050,콘크리트타설(무근)/장비패드,부속동,M3,,,,,,,,,
철근콘크리트공사,3CCAD060,콘크리트타설(무근)/쓰레기보관소,부속동,M3,,,,,,,,,
철근콘크리트공사,3CCAE020,와이어메쉬깔기,자재별도,M2,,,,,,,,,
철근콘크리트공사,3CCAE030,와이어메쉬,자재비,M2,,,,,,,,,
철근콘크리트공사,3CCAE010,무근완충재,,MZ,,,,,,,,,
철근콘크리트공사,3CAAI010,EPS 블록,자+노-차량통행구간,M3,,,,,,,,,
철근콘크리트공사,3CAAI020,EPS 블록,자+노,M3,,,,,,,,,
철근콘크리트공사,3CBAL110,ELEV.HOOK설치,자재별도,EA,,,,,,,,,
철근콘크리트공사,3CBAL120,파라펫링(SST),,EA,,,,,,,,,
철근콘크리트공사,3CBAL130,EV기계실 코아링,DECK,ST,,,,,,,,,
철근콘크리트공사,3CAAI030,파라펫배수슬리브,D28,EA,,,,,,,,,
철근콘크리트공사,3CAAI040,연석설치,300*150,MZ,,,,,,,,,
철근콘크리트공사,3CAAI050,중간층배수슬리브,D28,EA,,,,,,,,,
철근콘크리트공사,3CBAL140,바체어,H1600,EA,,,,,,,,,
철근콘크리트공사,3CBAL150,바체어,H1800,EA,,,,,,,,,
철근콘크리트공사,3CBAL160,바체어,H1900,EA,,,,,,,,,
철근콘크리트공사,3CBAL170,바체어,H2000,EA,,,,,,,,,
철근콘크리트공사,3CBAL175,바체어,H2100,EA,,,,,,,,,
철근콘크리트공사,3CBAL180,바체어 설치,ㄷ형강 포함,EA,,,,,,,,,
철근콘크리트공사,3CBAL190,ㄷ형강,ㄷ-75x40x5/7-자+노,TN,,,,,,,,,
철근콘크리트공사,3CBAL200,사인장응력분산곡면판,자+노,EA,,,,,,,,,
철근콘크리트공사,3CBAL210,전단보강재(자재),(규격),EA,,,,,,,,,
철근콘크리트공사,3CBAL220,전단보강재(설치),자재별도,EA,,,,,,,,,
철근콘크리트공사,3CAAJ010,복합단열재(자재),11T경질우레탄보드-벽붙이기,M2,,,,,,,,,
철근콘크리트공사,3CAAJ020,복합단열재(자재),13T-벽붙이기,M2,,,,,,,,,
철근콘크리트공사,3CAAJ030,CRC복합단열재(자재),13T-벽붙이기,M2,,,,,,,,,
철근콘크리트공사,3CAAJ040,복합단열재(설치),자재별도,M2,,,,,,,,,
철근콘크리트공사,3CAAJ050,CRC복합단열재(설치),자재별도,M2,,,,,,,,,
철근콘크리트공사,3CAAJ060,CRC복합단열재(자재),14.5T-바닥,M2,,,,,,,,,
철근콘크리트공사,3CAAJ070,단열재깔기(SLAB하부),CRC복합단열재14.5T,M2,,,,,,,,,
철근콘크리트공사,3CAAJ080,단열재깔기(SLAB하부),압출법-비드법-100T미만,M2,,,,,,,,,
철근콘크리트공사,3CAAJ090,단열재깔기(SLAB하부),압출법-비드법-100T이상,M2,,,,,,,,,
철근콘크리트공사,3CAAJ100,단열재깔기(SLAB하부),경질우레탄-페놀폼-100T미만,M2,,,,,,,,,
철근콘크리트공사,3CAAJ110,단열재깔기(SLAB하부),경질우레탄-페놀폼-100T이상,M2,,,,,,,,,
철근콘크리트공사,3CAAJ120,단열재깔기(SLAB하부 후시공),경질우레탄-페놀폼-100T이상-작업대 포함,M2,,,,,,,,,
철근콘크리트공사,3CAAJ130,단열재깔기(SLAB하부 후시공),경질우레탄-페놀폼-100T이상-작업대 포함,M2,,,,,,,,,
,,PC공사,,,,,,,,,,,
PC공사,3CDAA010,PC설계,기둥-보-벽체,M3,,,,,,,,,
PC공사,3CDAA020,PC설계,슬라브,M3,,,,,,,,,
PC공사,3CDAA030,PC설계,장식물,M3,,,,,,,,,
PC공사,3CDAA040,PC설계,램프 벽체,M3,,,,,,,,,
PC공사,3CDAB010,PC자재,1개층기둥,M3,,,,,,,,,
PC공사,3CDAB020,PC자재,2개층기둥,M3,,,,,,,,,
PC공사,3CDAB030,PC자재,3개층기둥,M3,,,,,,,,,
PC공사,3CDAB040,PC자재,중간층(NON PS)보,M3,,,,,,,,,
PC공사,3CDAB090,PC자재,중간층(PS)보,M3,,,,,,,,,
PC공사,3CDAB050,PC자재,지붕층(NON PS)보,M3,,,,,,,,,
PC공사,3CDAB060,PC자재,지붕층(PS)보,M3,,,,,,,,,
PC공사,3CDAB070,PC자재,중간층슬라브,M3,,,,,,,,,
PC공사,3CDAB080,PC자재,지붕층슬라브,M3,,,,,,,,,
PC공사,3CDAB100,PC자재,램프 벽체,M3,,,,,,,,,
PC공사,3CDAB110,PC시공,1개층기둥,M3,,,,,,,,,
PC공사,3CDAB120,PC시공,2개층기둥,M3,,,,,,,,,
PC공사,3CDAB130,PC시공,3개층기둥,M3,,,,,,,,,
PC공사,3CDAB140,PC시공,중간층(NON PS)보,M3,,,,,,,,,
PC공사,3CDAB190,PC시공,중간층(PS)보,M3,,,,,,,,,
PC공사,3CDAB150,PC시공,지붕층(NON PS)보,M3,,,,,,,,,
PC공사,3CDAB160,PC시공,지붕층(PS)보,M3,,,,,,,,,
PC공사,3CDAB170,PC시공,중간층슬라브,M3,,,,,,,,,
PC공사,3CDAB180,PC시공,지붕층슬라브,M3,,,,,,,,,
PC공사,3CDAB200,PC시공,램프 벽체,M3,,,,,,,,,
PC공사,3CDAB210,PC운반비,,M3,,,,,,,,,
PC공사,3CDAB220,PC자재(개소적용),1개층기둥,EA,,,,,,,,,
PC공사,3CDAB230,PC자재(개소적용),2개층기둥,EA,,,,,,,,,
PC공사,3CDAB240,PC자재(개소적용),3개층기둥,EA,,,,,,,,,
PC공사,3CDAB250,PC자재(개소적용),중간층(NON PS)보,EA,,,,,,,,,
PC공사,3CDAB260,PC자재(개소적용),지붕층(PS)보,EA,,,,,,,,,
,,조 적 공 사,,,,,,,,,,,
조적공사,3EAAA010,먹메김,마감공사용-지하,M2,,,,,,,,,
조적공사,3EAAA020,시멘트벽돌,,SH,,,,,,,,,
조적공사,3EAAA030,시멘트벽돌쌓기(주차장),0.5B,SH,,,,,,,,,
조적공사,3EAAA040,시멘트벽돌쌓기(주차장),1.0B,SH,,,,,,,,,
조적공사,3EAAA050,시멘트벽돌쌓기(주차장),1.5B,SH,,,,,,,,,
조적공사,3EAAA060,시멘트벽돌쌓기(주차장),2.0B,SH,,,,,,,,,
조적공사,3EAAA070,시멘트벽돌세워쌓기(주차장),,SH,,,,,,,,,
조적공사,3EAAA080,시멘트벽돌쌓기(부속동),0.5B,SH,,,,,,,,,
조적공사,3EAAA090,시멘트벽돌쌓기(부속동),1.0B,SH,,,,,,,,,
조적공사,3EAAA100,시멘트벽돌쌓기(부속동),1.5B,SH,,,,,,,,,
조적공사,3EAAA110,시멘트벽돌쌓기(부속동),2.0B,SH,,,,,,,,,
조적공사,3EAAA120,시멘트벽돌세워쌓기(부속동),,SH,,,,,,,,,
조적공사,3EAAA130,시멘트벽돌쌓기,0.5B,SH,,,,,,,,,
조적공사,3EAAA140,시멘트벽돌쌓기,1.0B,SH,,,,,,,,,
조적공사,3EAAA150,시멘트벽돌쌓기,1.5B,SH,,,,,,,,,
조적공사,3EAAA160,시멘트벽돌쌓기,2.0B,SH,,,,,,,,,
조적공사,3EAAA170,시멘트벽돌세워쌓기,,SH,,,,,,,,,
조적공사,3EABA010,시멘트블럭,"4""",SH,,,,,,,,,
조적공사,3EABA020,시멘트블럭,"6""",SH,,,,,,,,,
조적공사,3EABA030,시멘트블럭,"8""",SH,,,,,,,,,
조적공사,3EABA040,시멘트블럭쌓기,"4""",SH,,,,,,,,,
조적공사,3EABA050,시멘트블럭쌓기,"4""한면치장",SH,,,,,,,,,
조적공사,3EABA060,시멘트블럭쌓기,"4""양면치장",SH,,,,,,,,,
조적공사,3EABA070,시멘트블럭쌓기,"6""",SH,,,,,,,,,
조적공사,3EABA080,시멘트블럭쌓기,"6""한면치장",SH,,,,,,,,,
조적공사,3EABA090,시멘트블럭쌓기,"6""양면치장",SH,,,,,,,,,
조적공사,3EABA100,시멘트블럭쌓기,"8""",SH,,,,,,,,,
조적공사,3EABA110,시멘트블럭쌓기,"8""한면치장",SH,,,,,,,,,
조적공사,3EABA120,시멘트블럭쌓기,"8""양면치장",SH,,,,,,,,,
조적공사,3EABA130,시멘트블럭보강쌓기,"4""",SH,,,,,,,,,
조적공사,3EABA140,시멘트블럭보강쌓기,"4""한면치장",SH,,,,,,,,,
조적공사,3EABA150,시멘트블럭보강쌓기,"4""한면치장",SH,,,,,,,,,
조적공사,3EABA160,시멘트블럭보강쌓기,"6""",SH,,,,,,,,,
조적공사,3EABA170,시멘트블럭보강쌓기,"6""한면치장",SH,,,,,,,,,
조적공사,3EABA180,시멘트블럭보강쌓기,"6""양면치장",SH,,,,,,,,,
조적공사,3EABA190,시멘트블럭보강쌓기,"8""",SH,,,,,,,,,
조적공사,3EABA200,시멘트블럭보강쌓기,"8""한면치장",SH,,,,,,,,,
조적공사,3EABA210,시멘트블럭보강쌓기,"8""양면치장",SH,,,,,,,,,
조적공사,3EABA220,블럭메쉬,4 INCH,MZ,,,,,,,,,
조적공사,3EABA230,블럭메쉬,6 INCH,MZ,,,,,,,,,
조적공사,3EABA240,블럭메쉬,8 INCH,MZ,,,,,,,,,
조적공사,3EAAG010,보강철근,D10,TN,,,,,,,,,
조적공사,3EAAG015,보강철근,D13,TN,,,,,,,,,
조적공사,3EAAG020,신축줄눈단열재,자+노-방화코킹포함,MZ,,,,,,,,,
조적공사,3EAAG030,CON'C인방 제작설치,,MZ,,,,,,,,,
조적공사,3EAAG040,CON'C인방 제작설치,100*100,MZ,,,,,,,,,
조적공사,3EAAG050,CON'C인방 제작설치,100*150,MZ,,,,,,,,,
조적공사,3EAAG060,CON'C인방 제작설치,100*200,MZ,,,,,,,,,
조적공사,3EAAG070,CON'C인방 제작설치,150*100,MZ,,,,,,,,,
조적공사,3EAAG080,CON'C인방 제작설치,150*150,MZ,,,,,,,,,
조적공사,3EAAG090,CON'C인방 제작설치,150*200,MZ,,,,,,,,,
조적공사,3EAAG100,CON'C인방 제작설치,200*100,MZ,,,,,,,,,
조적공사,3EAAG110,CON'C인방 제작설치,200*150,MZ,,,,,,,,,
조적공사,3EAAG120,CON'C인방 제작설치,200*200,MZ,,,,,,,,,
조적공사,3EAAG130,차수턱,100*100-최하층,MZ,,,,,,,,,
조적공사,3EAAG140,차수턱,100*100-전기트레이주변,MZ,,,,,,,,,
조적공사,3EAAG155,방수턱,,MZ,,,,,,,,,
조적공사,3EAAG160,방수턱,100*100,MZ,,,,,,,,,
조적공사,3EAAG170,방수턱,100*150,MZ,,,,,,,,,
조적공사,3EAAG180,방수턱,100*200,MZ,,,,,,,,,
조적공사,3EAAG190,방수턱,100*250,MZ,,,,,,,,,
조적공사,3EAAG200,방수턱,100*300,MZ,,,,,,,,,
조적공사,3EAAG210,방수턱,150*100,MZ,,,,,,,,,
조적공사,3EAAG220,방수턱,150*150,MZ,,,,,,,,,
조적공사,3EAAG230,방수턱,150*200,MZ,,,,,,,,,
조적공사,3EAAG240,방수턱,150*250,MZ,,,,,,,,,
조적공사,3EAAG250,방수턱,150*300,MZ,,,,,,,,,
조적공사,3EAAG260,방수턱,200*100,MZ,,,,,,,,,
조적공사,3EAAG270,방수턱,200*150,MZ,,,,,,,,,
조적공사,3EAAG280,방수턱,200*200,MZ,,,,,,,,,
조적공사,3EAAG290,방수턱,200*250,MZ,,,,,,,,,
조적공사,3EAAG300,방수턱,200*300,MZ,,,,,,,,,
조적공사,3EAAG310,시멘트,40KG,BG,,,,,,,,,
조적공사,3EAAG311,시멘트,40KG,BG,,,,,,,,,
조적공사,3EAAG312,시멘트,40KG,BG,,,,,,,,,
조적공사,3EAAG320,모래,,M3,,,,,,,,,
조적공사,3EAAG330,레미탈,40KG-조적용,BG,,,,,,,,,
조적공사,3EAAG331,레미탈,40KG-조적용,BG,,,,,,,,,
조적공사,3EAAG332,레미탈,40KG-조적용,BG,,,,,,,,,
조적공사,,스치로폴(자재),0.015 비드1종4호-(THK),M2,면적,,,,,,,,
조적공사,,스치로폴(자재),0.020 비드1종3호-(THK),M2,면적,,,,,,,,
조적공사,,스치로폴(자재),0.025 비드1종2호-(THK),M2,면적,,,,,,,,
조적공사,,스치로폴(자재),0.030 비드1종1호-(THK),M2,면적,,,,,,,,
조적공사,,스치로폴(자재),0.015 비드2종4호-(THK),M2,면적,,,,,,,,
조적공사,,스치로폴(자재),0.020 비드2종3호-(THK),M2,면적,,,,,,,,
조적공사,,스치로폴(자재),0.025 비드2종2호-(THK),M2,면적,,,,,,,,
조적공사,,스치로폴(자재),0.030 비드2종1호-(THK),M2,면적,,,,,,,,
조적공사,3EAAB010,스치로폴(자재),비드법2종1호-10T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAB020,스치로폴(자재),비드법2종1호-15T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAB030,스치로폴(자재),비드법2종1호-20T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAB040,스치로폴(자재),비드법2종1호-25T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAB050,스치로폴(자재),비드법2종1호-30T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAB060,스치로폴(자재),비드법2종1호-35T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAB070,스치로폴(자재),비드법2종1호-40T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAB080,스치로폴(자재),비드법2종1호-45T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAB090,스치로폴(자재),비드법2종1호-50T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAB100,스치로폴(자재),비드법2종1호-55T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAB110,스치로폴(자재),비드법2종1호-60T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAB120,스치로폴(자재),비드법2종1호-65T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAB130,스치로폴(자재),비드법2종1호-70T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAB140,스치로폴(자재),비드법2종1호-75T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAB150,스치로폴(자재),비드법2종1호-80T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAB160,스치로폴(자재),비드법2종1호-85T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAB170,스치로폴(자재),비드법2종1호-90T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAB180,스치로폴(자재),비드법2종1호-95T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAB190,스치로폴(자재),비드법2종1호-100T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAB200,스치로폴(자재),비드법2종1호-105T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAB210,스치로폴(자재),비드법2종1호-110T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAB220,스치로폴(자재),비드법2종1호-115T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAB230,스치로폴(자재),비드법2종1호-120T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAB240,스치로폴(자재),비드법2종1호-125T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAB250,스치로폴(자재),비드법2종1호-130T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAB260,스치로폴(자재),비드법2종2호-10T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAB270,스치로폴(자재),비드법2종2호-15T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAB280,스치로폴(자재),비드법2종2호-20T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAB290,스치로폴(자재),비드법2종2호-25T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAB300,스치로폴(자재),비드법2종2호-30T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAB310,스치로폴(자재),비드법2종2호-35T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAB320,스치로폴(자재),비드법2종2호-40T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAB330,스치로폴(자재),비드법2종2호-45T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAB340,스치로폴(자재),비드법2종2호-50T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAB350,스치로폴(자재),비드법2종2호-55T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAB360,스치로폴(자재),비드법2종2호-60T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAB370,스치로폴(자재),비드법2종2호-65T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAB380,스치로폴(자재),비드법2종2호-70T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAB390,스치로폴(자재),비드법2종2호-75T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAB400,스치로폴(자재),비드법2종2호-80T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAB410,스치로폴(자재),비드법2종2호-85T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAB420,스치로폴(자재),비드법2종2호-90T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAB430,스치로폴(자재),비드법2종2호-95T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAB440,스치로폴(자재),비드법2종2호-100T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAB450,스치로폴(자재),비드법2종2호-105T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAB460,스치로폴(자재),비드법2종2호-110T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAB470,스치로폴(자재),비드법2종2호-115T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAB480,스치로폴(자재),비드법2종2호-120T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAB490,스치로폴(자재),비드법2종2호-125T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAB500,스치로폴(자재),비드법2종2호-130T-벽공간,M2,면적,,,,,,,,
조적공사,,압출스치로폴(자재),특호-1호-2호-3호,M2,면적,,,,,,,,
조적공사,3EAAC010,압출스치로폴(자재),압출2호-10T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAC020,압출스치로폴(자재),압출2호-15T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAC030,압출스치로폴(자재),압출2호-20T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAC040,압출스치로폴(자재),압출2호-25T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAC050,압출스치로폴(자재),압출2호-30T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAC060,압출스치로폴(자재),압출2호-35T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAC070,압출스치로폴(자재),압출2호-40T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAC080,압출스치로폴(자재),압출2호-45T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAC090,압출스치로폴(자재),압출2호-50T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAC000,압출스치로폴(자재),압출2호-55T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAC110,압출스치로폴(자재),압출2호-60T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAC120,압출스치로폴(자재),압출2호-65T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAC130,압출스치로폴(자재),압출2호-70T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAC140,압출스치로폴(자재),압출2호-75T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAC150,압출스치로폴(자재),압출2호-80T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAC160,압출스치로폴(자재),압출2호-85T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAC170,압출스치로폴(자재),압출2호-90T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAC180,압출스치로폴(자재),압출2호-95T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAC190,압출스치로폴(자재),압출2호-100T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAC200,압출스치로폴(자재),압출2호-105T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAC210,압출스치로폴(자재),압출2호-110T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAC220,압출스치로폴(자재),압출2호-115T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAC230,압출스치로폴(자재),압출2호-120T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAC240,압출스치로폴(자재),압출2호-125T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAC250,압출스치로폴(자재),압출2호-130T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAC270,압출스치로폴(자재),압출특호-10T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAC280,압출스치로폴(자재),압출특호-15T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAC290,압출스치로폴(자재),압출특호-20T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAC300,압출스치로폴(자재),압출특호-25T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAC310,압출스치로폴(자재),압출특호-30T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAC320,압출스치로폴(자재),압출특호-35T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAC330,압출스치로폴(자재),압출특호-40T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAC340,압출스치로폴(자재),압출특호-45T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAC350,압출스치로폴(자재),압출특호-50T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAC360,압출스치로폴(자재),압출특호-55T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAC370,압출스치로폴(자재),압출특호-60T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAC380,압출스치로폴(자재),압출특호-65T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAC390,압출스치로폴(자재),압출특호-70T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAC400,압출스치로폴(자재),압출특호-75T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAC410,압출스치로폴(자재),압출특호-80T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAC420,압출스치로폴(자재),압출특호-85T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAC430,압출스치로폴(자재),압출특호-90T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAC440,압출스치로폴(자재),압출특호-95T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAC450,압출스치로폴(자재),압출특호-100T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAC460,압출스치로폴(자재),압출특호-105T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAC470,압출스치로폴(자재),압출특호-110T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAC480,압출스치로폴(자재),압출특호-115T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAC490,압출스치로폴(자재),압출특호-120T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAC500,압출스치로폴(자재),압출특호-125T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAC510,압출스치로폴(자재),압출특호-130T-벽공간,M2,면적,,,,,,,,
조적공사,,경질우레탄(자재),2종 1호-(THK),M2,면적,,,,,,,,
조적공사,,경질우레탄(자재),2종 2호-(THK)-60T이하,M2,면적,,,,,,,,
조적공사,,경질우레탄(자재),2종 2호-(THK)-60T초과,M2,면적,,,,,,,,
조적공사,3EAAD000,경질우레탄(자재),2종2호-10T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAD010,경질우레탄(자재),2종2호-15T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAD020,경질우레탄(자재),2종2호-20T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAD030,경질우레탄(자재),2종2호-25T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAD040,경질우레탄(자재),2종2호-30T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAD050,경질우레탄(자재),2종2호-35T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAD060,경질우레탄(자재),2종2호-40T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAD070,경질우레탄(자재),2종2호-45T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAD080,경질우레탄(자재),2종2호-50T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAD090,경질우레탄(자재),2종2호-55T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAD100,경질우레탄(자재),2종2호-60T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAD110,경질우레탄(자재),2종2호-65T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAD120,경질우레탄(자재),2종2호-70T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAD130,경질우레탄(자재),2종2호-75T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAD140,경질우레탄(자재),2종2호-80T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAD150,경질우레탄(자재),2종2호-85T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAD160,경질우레탄(자재),2종2호-90T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAD170,경질우레탄(자재),2종2호-95T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAD180,경질우레탄(자재),2종2호-100T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAD190,경질우레탄(자재),2종2호-105T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAD200,경질우레탄(자재),2종2호-110T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAD210,경질우레탄(자재),2종2호-115T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAD220,경질우레탄(자재),2종2호-120T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAD230,경질우레탄(자재),2종2호-125T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAD240,경질우레탄(자재),2종2호-130T-벽공간,M2,면적,,,,,,,,
조적공사,,PF보드(자재),(THK-부위),M2,면적,,,,,,,,
조적공사,,PF보드(자재),(THK-부위) 준불연/40mm 이하,M2,면적,,,,,,,,
조적공사,,PF보드(자재),(THK-부위) 준불연/50mm 이상,M2,면적,,,,,,,,
조적공사,3EAAE000,PF보드(자재),PF보드-10T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAE010,PF보드(자재),PF보드-15T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAE020,PF보드(자재),PF보드-20T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAE030,PF보드(자재),PF보드-25T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAE040,PF보드(자재),PF보드-30T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAE050,PF보드(자재),PF보드-35T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAE060,PF보드(자재),PF보드-40T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAE070,PF보드(자재),PF보드-45T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAE080,PF보드(자재),PF보드-50T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAE090,PF보드(자재),PF보드-55T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAE100,PF보드(자재),PF보드-60T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAE110,PF보드(자재),PF보드-65T-벽공간,M2,면적,,,,,,,,
